	s_MAIN_ID	s_RA	s_DEC	s_RA_PREC	s_DEC_PREC	s_COO_ERR_MAJA	s_COO_ERR_MINA	s_COO_ERR_ANGLE	s_COO_QUAL	s_COO_WAVELENGTH	s_COO_BIBCODE	s_FLUX_U	s_FLUX_B	s_FLUX_V	s_FLUX_R	s_FLUX_I	s_FLUX_G	s_FLUX_J	s_FLUX_H	s_FLUX_K	s_FLUX_u	s_FLUX_g	s_FLUX_r	s_FLUX_i	s_FLUX_z	s_class	s_glat	s_glon	s_nan_spectra	s_zero_spectra
4556	b'SDSS J122352.63+033347.6'	12 23 52.6372	+03 33 47.654	14.0	14.0	0.1616	0.0938	90.0	A	O	b'2018yCat.1345....0G'						2.0151172e-18				4.159101e-19	3.0831902000000002e-18	1.5885475e-18	8.912525e-19	7.227685500000001e-19	B	65.53188620970178	286.12886007486736	False	False
4557	b'EC 10303-2127'	10 32 47.6928	-21 43 09.147	14.0	14.0	0.0654	0.0936	90.0	A	O	b'2018yCat.1345....0G'		1.4125364000000001e-16	1.3182563999999999e-16			1.3683587e-16	2.8840318e-16	2.0892946000000002e-16	3.3113146e-16						B	30.7528429894404	264.99497107682754	False	False
4558	b'BD+54   737'	04 06 14.0747	+54 27 54.802	14.0	14.0	0.0289	0.0155	90.0	A	O	b'2018yCat.1345....0G'	3.4197975000000003e-13	1.122019e-11	2.754226e-11			3.4355813e-11	2.2029285e-10	2.6363284e-10	2.7797148e-10						B	1.6999661762599718	148.83303006466602	False	False
4559	b'EM* StHA   50'	05 38 34.4424	-02 28 47.637	14.0	14.0	0.0358	0.0399	90.0	A	O	b'2018yCat.1345....0G'		5.4954057999999995e-12	5.0118703e-12		9.908326e-12	6.0617835e-12	2.1577426000000002e-11	2.4322022e-11	2.8510177000000002e-11						B	-17.31827119947075	206.68394206672085	False	False
4560	b'KUV 02507+3706'	02 53 47.5870	+37 18 37.118	14.0	14.0	0.1214	0.0869	90.0	A	O	b'2018yCat.1345....0G'		1e-17				1.2516988000000002e-17	1.0964781000000002e-16	1.7377999e-16	4.0737997000000003e-16						B	-19.4493403211048	148.350836320737	False	False
4561	b'EC 14354-2402'	14 38 22.6348	-24 15 22.622	14.0	14.0	0.0713	0.0606	90.0	A	O	b'2018yCat.1345....0G'		4.1687018e-17	5.6234134e-17			6.995213000000001e-17	2.2908657e-16	3.0199485e-16	5.01187e-16						B	32.50331590785186	332.03121787893434	False	False
4562	b'SDSS J145641.17+111020.9'	14 56 41.1753	+11 10 20.997	14.0	14.0	0.2831	0.2181	90.0	A	O	b'2018yCat.1345....0G'						3.2636266e-19				4.8977942e-20	5.000338300000001e-19	2.7352703999999997e-19	1.7139544000000002e-19	1.2302692000000001e-19	B	56.543381588095606	10.570921887792895	False	False
4563	b'CPD-58  2608B'	10 43 41.239	-59 35 53.02	7.0	7.0	70.0	60.0	0.0	B	I	b'2003yCat.2246....0C'	2.1037783e-12	8.203507299999999e-13	3.3342623e-12	3.467368e-12	5.3703122e-11		2.8840316e-10	6.4565486e-10	1.0715187e-09						B	-0.6344255394492557	287.4031840502487	False	False
4564	b'Cl* NGC 2100   SAAO     611'			0.0	0.0			0.0			b''															B			True	False
4565	b'GV 692'	04 58 15	-69 43.5	4.0	4.0			0.0	E		b'1982A&AS...48..409F'		5.701636999999999e-14	4.6451507000000007e-14												B	-35.02457305019648	281.0564022244625	False	False
4566	b'PG 2359+197'	00 02 08.4740	+19 59 13.139	14.0	14.0	0.0588	0.0497	90.0	A	O	b'2018yCat.1345....0G'		3.981075e-15				2.5345457e-16	5.834461e-17	5.929263000000002e-17							B	-41.3954350088904	107.42285772287218	False	False
4567	b'SDSS J072614.68+415749.0'	07 26 14.6877	+41 57 49.005	14.0	14.0	0.1342	0.1184	90.0	A	O	b'2018yCat.1345....0G'						1.4712952e-17				2.766938e-17	2.4603717999999998e-17	1.0543885999999999e-17	5.5975655e-18	2.6607203e-18	B	23.892173121988183	176.43580840202918	False	False
4568	b'PG 1447+176'	14 49 24.4192	+17 26 06.268	14.0	14.0	0.0838	0.0907	90.0	A	O	b'2018yCat.1345....0G'		2.5118840999999996e-17		1e-17		1.8984554e-17				7.396043999999999e-17	3.72391e-17	1.1402477e-17	5.058252e-18	2.3496344e-18	B	61.12781404387879	19.519728748031508	False	False
4569	b'Ton  1281'	10 43 39.3541	+23 09 06.261	14.0	14.0	0.0639	0.0533	90.0	A	O	b'2018yCat.1345....0G'		8.912506e-14	4.2559814000000006e-14			4.6805784000000006e-14	1.7258398e-13	3.0831902e-13	3.4753645e-13						B	60.88681236541892	213.6209765260904	False	False
4570	b'CPD-52  9398'	16 14 57.5848	-53 09 03.447	14.0	14.0	0.2419	0.1632	90.0	A	O	b'2018yCat.1345....0G'	6.165949299999999e-12	3.8904526e-12	5.3703123e-12			9.147447e-12	5.0234282e-11	5.9703534e-11	6.668073e-11						B	-1.61208416925151	330.671729992224	False	False
4571	b'KUV 02505-0612'	02 52 59.9464	-06 00 07.799	14.0	14.0	0.0531	0.0586	90.0	A	O	b'2018yCat.1345....0G'		1.584896e-17				7.313066000000001e-17	7.5857777e-16	1.2882485e-15	1.8197018e-15						B	-54.210887474993754	182.2837315093287	False	False
4572	b'EC 03191-8025'	03 16 45.3	-80 14 48	5.0	5.0			0.0	D	O	b'2013MNRAS.431..240O'	1.6218103000000002e-16	4.5708803e-17	9.120089e-17												B	-34.81003381188528	295.91082625864885	False	False
4573	b'BPS CS 30336-0116'	20 34 02.9368	-32 42 19.865	14.0	14.0	0.0307	0.0258	90.0	A	O	b'2018yCat.1345....0G'	1.2589265e-14	2.3442283e-15	3.0199486e-15	2.2908658e-15		3.5018704999999998e-15									B	-34.790924224570105	10.394270832342725	False	False
4574	b'KUV 16300+3733'	16 31 48.8514	+37 26 17.194	14.0	14.0	0.0565	0.0652	90.0	A	O	b'2018yCat.1345....0G'		1.2589265e-17		6.3095625000000005e-18		1.1571783e-17				9.594014e-18	2.0323596e-17	8.090977e-18	4.246198e-18	2.5234832000000004e-18	B	42.96620959619745	60.07593277523371	False	False
4575	b'KUV 01089-2650'	01 11 16.1489	-26 33 41.628	14.0	14.0	0.0323	0.0219	90.0	A	O	b'2018yCat.1345....0G'		1e-16				6.1192789999999995e-16	4.528977e-15	8.452789e-15	9.099125e-15						B	-85.54064312028156	206.75614784146785	False	False
4576	b'EC 05177-6104'	05 18 18.3	-61 01 39	5.0	5.0			0.0	D	O	b'2013MNRAS.431..240O'	3.8018934e-15	3.6307839999999997e-16	2.2387232000000005e-16												B	-34.703008096554164	270.165405597112	False	False
4577	b'SDSS J165135.16+331100.0'	16 51 35.1619	+33 11 00.145	14.0	14.0	0.0995	0.1274	90.0	A	O	b'2018yCat.1345....0G'						6.584161999999999e-19				1.1220165000000001e-18	1.2473855000000001e-18	4.7643044e-19	2.3280943999999996e-19	1.0375302000000001e-19	B	38.43146583881786	55.173651900481005	False	False
4578	b'SDSS J140326.98+280920.3'	14 03 26.9862	+28 09 20.377	14.0	14.0	0.1757	0.2026	90.0	A	O	b'2018yCat.1345....0G'						1.0658607000000001e-19				2.722698e-19	1.836538e-19	6.622152e-20	3.1841995e-20	1.6481588e-20	B	74.0333489107628	40.791081979904135	False	False
4579	b'LS   V +24    9'	06 04 52.4473	+24 03 31.348	14.0	14.0	0.0449	0.04	90.0	A	O	b'2018yCat.1345....0G'	2.454711e-12	1.1748968000000001e-12	2.5118841e-12			3.1819976000000002e-12	1.6826734e-11	2.3496344e-11	2.8906828e-11						B	1.2555958137265142	186.3840410216889	False	False
4580	b'PG 1605+123'	16 08 18.3349	+12 12 02.604	14.0	14.0	0.04	0.0319	90.0	A	O	b'2018yCat.1345....0G'		5.248077999999999e-16				5.0968307e-16	1.8879914e-16	2.5941767999999996e-16	2.280341e-16	1.0232935e-15	8.317639e-16	3.1622776e-16	1.5703632e-16	8.511386000000001e-17	B	41.649603247876	25.00633026840477	False	False
4581	b'2MASS J02101105+6522302'	02 10 11.0560	+65 22 30.245	14.0	14.0	0.0113	0.0127	90.0	A	O	b'2018yCat.1345....0G'						1.3022677999999998e-14	4.2364284e-13	7.888607e-13	1.0864263000000001e-12						B	3.747117253046092	131.01845840054534	False	False
4582	b'EM* AS  429'	20 34 02.292	+35 39 34.80	7.0	7.0	183.0	141.0	90.0	B	O	b'2000A&A...355L..27H'		5.3703121999999994e-14	3.4673683e-13				3.5399716000000003e-10	1.0023061e-09	2.6791709999999995e-09						B	-2.7048341747962183	75.77292864261963	False	False
4583	b'SBSS 1217+490'	12 19 34.5274	+48 45 33.912	14.0	14.0	0.0536	0.0649	90.0	A	O	b'2018yCat.1345....0G'		1e-17				1.8927776e-18	3.4994566999999996e-17	3.1260853e-17	8.649684999999999e-17						B	67.50535181006744	136.74610943886046	False	False
4584	b'SDSS J071424.12+401645.9'	07 14 24.1225	+40 16 45.913	14.0	14.0	0.1856	0.1817	90.0	A	O	b'2018yCat.1345....0G'						5.244449e-19				1.164126e-18	1.0139126e-18	4.1687017999999998e-19	2.280341e-19	1.5135623e-19	B	21.267330980065264	177.47443010711135	False	False
4585	b'LS III +59   15'	22 00 46.3023	+59 23 23.110	14.0	14.0	0.0202	0.0216	90.0	A	O	b'2018yCat.1345....0G'		9.120109e-13	6.7608284e-12			8.152667e-12	2.5292972999999996e-10	4.1020404e-10	5.2601695e-10						B	3.3948466195736304	102.70715574855764	False	False
4586	b'SBSS 1712+578'	17 13 10.6202	+57 50 04.778	14.0	14.0	0.0568	0.0591	90.0	A	O	b'2018yCat.1345....0G'		5.0118809999999994e-17		5.0118809999999994e-17		2.5165218e-17				2.3988282e-17	4.3251352e-17	1.8620891e-17	9.594014e-18	5.821024000000001e-18	B	35.65962205957052	86.35390221901386	False	False
4587	b'[DSH99] 393-53'	17 32 54.10	-33 48 59.5	6.0	6.0			0.0	D		b'1999A&AS..139..231D'			1.9952632000000002e-13												B	-0.3046021404740583	354.42465357432786	False	False
4588	b'EC 21079-3548'	21 11 03.478	-35 35 52.73	7.0	7.0			0.0	D		b'2011MNRAS.415.1381C'	8.709628e-14	2.1379616000000002e-14	4.57088e-14												B	-42.806248142370144	8.28991928321654	False	False
4589	b'PG 1340+607'	13 41 59.7713	+60 29 40.598	14.0	14.0	0.0447	0.0342	90.0	A	O	b'2018yCat.1345....0G'		1.2022642e-13	1.1748968e-13	4.0737995e-14		7.35699e-14	2.3227377999999998e-14	2.4322023e-14	2.0090949e-14	1.5135624e-13	3.775719e-14	4.415709e-14	2.037042e-14	9.908325999999999e-15	B	55.54274723363597	111.95146450965031	False	False
4590	b'[MPD2010] RCW79 10ne'	13 40 13.44	-61 43 53.9	6.0	6.0			0.0	D	I	b'2010A&A...510A..32M'								1.9498444e-13	5.623413e-12						B	0.5949437862604723	308.6746157576802	False	False
4591	b'PG 1700+486'	17 02 11.7749	+48 30 23.109	14.0	14.0	0.0263	0.0299	90.0	A	O	b'2018yCat.1345....0G'		1.2302691999999998e-14	7.2443535e-15			7.0323466e-15	1.4791085999999997e-15	1.0351430000000001e-15	1.2078132e-15		1.3182563500000001e-14	3.8018934e-15	1.8197018e-15		B	37.74028123944447	74.82225671539645	False	False
4592	b'EC 01403-8340'	01 38 43.9	-83 25 33	5.0	5.0			0.0	D	O	b'2013MNRAS.431..240O'	2.8183817000000004e-16	8.709647e-17	1.6218103000000002e-16												B	-33.553661313772224	301.31889653516663	False	False
4593	b'Ton  13'	09 22 39.8342	+27 02 25.427	14.0	14.0	0.0576	0.0483	90.0	A	O	b'2018yCat.1345....0G'		5.3703125e-13	2.0417399e-13			2.4099052e-13	4.977366e-14	3.801893e-14	2.6915366000000002e-14						B	43.88564173725709	200.46040959118682	False	False
4594	b'SBSS 0811+582'	08 15 47.0103	+58 03 35.226	14.0	14.0	0.0868	0.0631	90.0	A	O	b'2018yCat.1345....0G'		2.5118843e-18		1.9952586999999998e-17		6.5328053e-18	8.317639000000001e-17	1.1885017e-16	1.862089e-16	3.1622776e-19	2.8906827000000005e-18	6.412084e-18	9.036481999999999e-18	9.954035999999999e-18	B	33.8032388206151	159.3753013935824	False	False
4595	b'EC 13336-2853'	13 36 29.4520	-29 08 27.486	14.0	14.0	0.0673	0.0534	90.0	A	O	b'2018yCat.1345....0G'		2.5118840999999996e-17	7.4131165e-17	5.0118809999999994e-17		5.127432e-17	2.6302684e-17								B	32.7054182092607	314.6289502227337	False	False
4596	b'EC 11429-2755'	11 45 25.4075	-28 12 27.395	14.0	14.0	0.0287	0.0194	90.0	A	O	b'2018yCat.1345....0G'		1.862089e-15	2.9512109999999995e-15			3.4379509999999996e-15	1.4125363000000002e-14	2.2387232000000003e-14	2.6302684e-14						B	32.442527844086904	285.67632064409537	False	False
4597	b'Cl* NGC 3766     MG     129'	11 35 41.1565	-61 37 32.559	14.0	14.0	0.04	0.0322	90.0	A	O	b'2018yCat.1345....0G'		3.572732e-13	4.3251350000000004e-13			5.007261e-13	9.0157097e-13	9.527963e-13	1.0519627e-12						B	-0.06579391154794195	294.0595929792095	False	False
4598	b'KUV 14240+2402'	14 26 18.0516	+23 48 41.665	14.0	14.0	0.0558	0.0803	90.0	A	O	b'2018yCat.1345....0G'		1.584896e-17				3.1783313e-17	7.4131165e-17								B	68.36710744329571	29.413315028247947	False	False
4599	b'KUV 16118+3906'	16 13 35.5034	+38 58 10.293	14.0	14.0	0.0276	0.0285	90.0	A	O	b'2018yCat.1345....0G'		1.9498444e-16	2.1877624e-16	1.3803853999999999e-16		2.4524478e-16	3.7153496e-16	4.466832e-16	4.570880400000001e-16						B	46.59763321100601	62.05409037555906	False	False
4600	b'SDSS J093538.06+203337.6'	09 35 38.0651	+20 33 37.618	14.0	14.0	0.9681	1.0482	90.0	A	O	b'2018yCat.1345....0G'						5.5436934e-21				9.120089000000002e-22	8.433359000000001e-21	5.0350023e-21	2.8183879999999996e-21	1.7377998e-21	B	45.021411794462345	210.32201610651265	False	False
4601	b'SDSS J221414.93+012214.1'	22 14 14.9345	+01 22 14.169	14.0	14.0	0.695	0.7087	90.0	A	O	b'2018yCat.1345....0G'						3.9201246000000004e-20				6.3095625e-21	6.011728299999999e-20	3.2508663e-20	2.0797006e-20	1.7782793000000003e-20	B	-42.65885648441602	63.5056419766107	False	False
4602	b'[EBU2007] 86'	10 02 46.720	-26 09 47.27	7.0	7.0			0.0	C	O	b'2007ApJ...659.1198E'			7.079464e-22		7.4131165e-22										B	23.018564638481173	262.04180844796645	False	False
4603	b'SDSS J114725.75+171550.7'	11 47 25.7485	+17 15 50.704	14.0	14.0	0.33399999999999996	0.3293	90.0	A	O	b'2018yCat.1345....0G'						6.5780924e-20				1.4125363e-20	1.0789490600000001e-19	5.520781999999999e-20	3.198889e-20	1.6982418999999998e-20	B	72.22906387174423	243.33028290545656	False	False
4604	b'LS  IV -15   59'	20 05 17.7157	-15 07 56.850	14.0	14.0	0.0435	0.0238	90.0	A	O	b'2018yCat.1345....0G'		1.7782794999999999e-12	4.8977836e-12			5.1653580000000006e-12	7.095775e-11	1.2560299e-10	1.4757054e-10						B	-23.02503226755324	27.13704761211107	False	False
4605	b'EC 22046-5248'	22 07 53.0	-52 33 26	5.0	5.0			0.0	D	O	b'2015MNRAS.453.1879K'	2.754226e-14	1.1481548000000001e-14	8.511386e-15												B	-50.45137490894373	341.6155962853411	False	False
4606	b'BD+59    44'	00 23 16.3372	+59 59 55.609	14.0	14.0	0.0284	0.0271	90.0	A	O	b'2018yCat.1345....0G'		1.0232935e-10	1.2302692e-10			1.2390806e-10	2.228433e-10	2.4603664e-10	2.7039593e-10						B	-2.680436559701	119.41389156137899	False	False
4607	b'TYC 7257-1141-1'	12 57 52.5894	-35 27 18.591	14.0	14.0	0.0507	0.042	90.0	A	O	b'2018yCat.1345....0G'		3.6307839999999995e-12	2.6915367e-12			2.280341e-12	8.260376e-13	6.934252e-13	6.3095763e-13						B	27.39812062284079	304.4087166446379	False	False
4608	b'Gaia 18akt'	06 25 18.0831	+12 32 10.541	14.0	14.0	0.0294	0.0287	90.0	A	O	b'2018yCat.1345....0G'		2.1379617000000004e-16	3.7153495e-15	1.2589265e-14		1.0408779e-14	3.828248999999999e-12	8.933059e-12	1.7418076e-11						B	0.006472698921695996	198.8192145421796	False	False
4609	b'KUV 12562+2839'	12 58 34.4319	+28 22 46.646	14.0	14.0	0.0577	0.0445	90.0	A	O	b'2018yCat.1345....0G'		1.9952586999999998e-17	1.584896e-17	1.6218103e-15		2.0653826e-17	1.5488151000000001e-16	3.3113146e-16	1.5135622e-16						B	87.98551277417934	71.74609091365	False	False
4610	b'PG 1623+386'	16 25 24.2939	+38 30 18.878	14.0	14.0	0.0464	0.0624	90.0	A	O	b'2018yCat.1345....0G'		2.0417400000000004e-16	2.3442283e-16			1.2103196000000003e-16	1.3396762e-16	4.120973e-16	4.731515e-16	4.2756245999999994e-16	1.9906723000000003e-16	7.7090196e-17	4.6666006e-17	3.1188858e-17	B	44.28604083439742	61.452124981055405	False	False
4611	b'EM* GGR   88'	22 39 42.3854	+56 04 01.309	14.0	14.0	0.023	0.0213	90.0	A	O	b'2018yCat.1345....0G'		1.1220189399999999e-13	7.079464e-13			7.9195363e-13	6.1234997000000005e-12	8.871559e-12	1.3458594500000001e-11						B	-2.2151561292008983	105.25146973575251	False	False
4612	b'HD 300811'	10 32 10.1515	-56 37 38.200	14.0	14.0	0.0258	0.0252	90.0	A	O	b'2018yCat.1345....0G'		3.890453e-11	1.2589266e-10			2.2115657999999998e-10	2.6730067e-09	3.365119e-09	3.9902477e-09						B	1.2106122246428863	284.6226889040753	False	False
4613	b'LS  IV -13   79'	18 35 14.1676	-13 03 46.711	14.0	14.0	0.0436	0.0522	90.0	A	O	b'2018yCat.1345....0G'		5.495406e-13	1.3803854e-12	1.2882485e-12		1.7458206000000003e-12	1.2502594e-11	1.3803854e-11	2.1527826e-11						B	-2.397095768889823	19.473764177197896	False	False
4614	b'BD+25  1200'	06 18 11.0888	+25 38 04.992	14.0	14.0	0.0576	0.0571	90.0	A	O	b'2018yCat.1345....0G'		2.6302684000000004e-11	3.5481353999999996e-11			3.1841994e-11	6.902394e-11	6.637424e-11	7.177942e-11						B	4.6609810881667695	186.44769057278015	False	False
4615	b'EC 14500-2007'	14 52 55.8956	-20 20 02.563	14.0	14.0	0.0741	0.0557	90.0	A	O	b'2018yCat.1345....0G'		5.7544024e-17	3.801893e-17			4.2589167e-17	1.8967055e-17								B	34.162024939438226	337.89104977065995	False	False
4616	b'PG 1232-136'	12 35 18.7429	-13 55 08.876	14.0	14.0	0.061	0.0494	90.0	A	O	b'2018yCat.1345....0G'		8.709628e-14	5.3703121999999994e-14			5.704267e-14	1.7458206e-14	1.267651e-14	1.3001705e-14						B	48.76646990734686	296.9895496271828	False	False
4617	b'LS   V +48   13'	04 17 05.4399	+48 35 05.126	14.0	14.0	0.037000000000000005	0.0237	90.0	A	O	b'2018yCat.1345....0G'		2.1379616999999998e-13	1.5488151000000003e-12			5.4212614999999995e-12	1.9275243e-10	3.0408837e-10	4.2559814000000005e-10						B	-1.4461254026551915	154.0795192394118	False	False
4618	b'PG 1020+058'	10 23 20.7980	+05 34 45.972	14.0	14.0	0.0996	0.1105	90.0	A	O	b'2018yCat.1345....0G'		6.7608284e-17				3.4873822e-17	1.6218067e-17	1.3489603e-17	9.549916e-18	3.60578e-17	5.929263000000002e-17	2.4831356e-17	1.3001705e-17	7.3790425e-18	B	48.723055714691256	237.6447779092966	False	False
4619	b'SDSS J124931.86-025121.5'	12 49 31.8643	-02 51 21.450	14.0	14.0	0.187	0.1233	90.0	A	O	b'2018yCat.1345....0G'						4.0095887000000003e-19				8.4139364e-20	6.0256054e-19	3.3728720000000003e-19	2.197855e-19	1.3803823000000002e-19	B	60.012262198802006	301.9793034608254	False	False
4620	b'LS III +68    3'	23 31 38.2240	+68 18 26.109	14.0	14.0	0.0222	0.0231	90.0	A	O	b'2018yCat.1345....0G'		4.1686927e-12	2.6915368e-11			4.161979e-11	9.660501e-10	1.2882485e-09	1.6292956e-09						B	6.572861308348129	115.63836132604271	False	False
4621	b'GD 1110'	23 19 24.4298	-08 52 37.939	14.0	14.0	0.0495	0.0458	90.0	A	O	b'2018yCat.1345....0G'		1.659588e-13	1.1220189399999999e-13	5.3703121999999994e-14		1.1539835e-13	3.1695705e-14	2.5409711e-14	2.1183621000000002e-14						B	-61.611624754679696	68.61724655772117	False	False
4622	b'PG 1020+142'	10 23 27.6768	+13 59 26.407	14.0	14.0	0.1198	0.0693	90.0	A	O	b'2018yCat.1345....0G'		6.4565483e-16				8.419758400000001e-16	4.581422e-16	6.441693e-16	5.92925e-16						B	53.128611005321204	226.2503252644792	False	False
4623	b'KUV 08434+4057'	08 46 39.8904	+40 45 39.052	14.0	14.0	0.0391	0.0291	90.0	A	O	b'2018yCat.1345....0G'		1.7377999e-15	1.5848925e-15			1.6417218999999998e-15	1.729816e-15	1.7258397e-15	1.1995006e-15						B	38.501818963081945	180.93682582643783	False	False
4624	b'EM* VES  633'	01 49 19.5226	+57 51 19.785	14.0	14.0	0.0403	0.0734	90.0	A	O	b'2018yCat.1345....0G'		1.1748967e-11	1.7377998e-11			1.6707073e-11	2.8054333000000003e-11	2.9444207e-11	3.1332877e-11						B	-4.152629157590013	130.59302440419407	False	False
4625	b'EM* VES  842'	04 52 19.1314	+47 56 20.670	14.0	14.0	0.0612	0.0493	90.0	A	O	b'2018yCat.1345....0G'		4.6773523e-12	7.2443539999999994e-12			1.07275465e-11	5.3333518000000006e-11	6.576575999999999e-11	7.816272e-11						B	2.4308563434115955	158.5215040899248	False	False
4626	b'2MASS J11185020+3931108'	11 18 50.2424	+39 31 10.415	14.0	14.0	0.0514	0.07400000000000001	90.0	A	O	b'2018yCat.1345....0G'						4.9785136e-17	4.8752818e-17	3.9994407999999996e-17		6.039488e-18	7.030725e-17	4.017909e-17	2.5882136e-17	2.0653826e-17	B	67.13499379059736	174.2384084117413	False	False
4627	b'UCAC2   5051621'	11 10 56.8411	-60 42 22.027	14.0	14.0	0.0232	0.0222	90.0	A	O	b'2018yCat.1345....0G'	9.332549e-15	5.0118702e-15	3.9810752e-14	1.8197018e-13	9.332549e-13	1.3889935e-13	1.2705744000000001e-11	3.572732e-11	9.72747e-11						B	-0.19514023084348034	290.94242026275396	False	False
4628	b'LS  IV -10   19'	18 43 00.3956	-10 37 42.884	14.0	14.0	0.0463	0.05	90.0	A	O	b'2018yCat.1345....0G'		1.2022642e-12	4.365162e-12			7.058291e-12	1.1776061999999999e-10	1.6218102e-10	2.1379618e-10						B	-2.976708253450852	22.510999345320105	False	False
4629	b'LS   I +61   40'	23 44 58.8259	+61 54 35.690	14.0	14.0	0.0237	0.0212	90.0	A	O	b'2018yCat.1345....0G'	1e-12	4.0737997e-13	1.5488151000000003e-12			2.0309543999999997e-12	2.113488e-11	2.9308934000000005e-11	3.3189437e-11						B	0.040620828579058715	115.19457242910984	False	False
4630	b'PG 1549+476'	15 51 03.5882	+47 27 29.227	14.0	14.0	0.0398	0.0435	90.0	A	O	b'2018yCat.1345....0G'		1.2882486000000003e-16				1.1300551e-16	4.602567e-17	1.1428773000000002e-16		2.454710700000001e-16	1.7782793999999997e-16	7.079464e-17	3.5481277e-17	2.0417353999999998e-17	B	49.65515398298175	75.4315931558523	False	False
4631	b'SDSS J084054.61+503655.1'	08 40 54.6133	+50 36 55.316	14.0	14.0	0.2023	0.1598	90.0	A	O	b'2018yCat.1345....0G'						1.6599707e-19				5.584699e-20	2.7478888e-19	1.2941944e-19	6.606930000000001e-20	4.265787e-20	B	37.736821006791295	168.37427635221462	False	False
4632	b'LS   I +61  267'	02 24 36.1565	+61 41 15.902	14.0	14.0	0.0251	0.0223	90.0	A	O	b'2018yCat.1345....0G'		6.025592400000001e-13	6.7608284e-12			2.2197298000000002e-11	3.6140955e-09	8.053786999999999e-09	1.169499e-08						B	0.7869778695235519	133.74167727073743	False	False
4633	b'PG 1323+391'	13 25 15.2262	+38 53 01.018	14.0	14.0	0.0327	0.0332	90.0	A	O	b'2018yCat.1345....0G'		5.0118809999999994e-17				5.786283e-17	2.0137238000000002e-16	3.8815015000000003e-16	7.227701400000001e-16	5.3210805e-17	5.741175000000001e-17	4.7097768e-17	4.275634e-17	3.4753646e-17	B	76.28783018663657	94.0650064895694	False	False
4634	b'EC 11394-3013'	11 41 56.4744	-30 30 19.123	14.0	14.0	0.0481	0.0398	90.0	A	O	b'2018yCat.1345....0G'		1.2589264999999998e-16	1.1220188999999998e-16			9.6294305e-17					1.4125364000000001e-16	4.265787e-17			B	30.022958799440516	285.6455858078895	False	False
4635	b'LS III +50   15'	21 21 27.2171	+50 15 53.786	14.0	14.0	0.0257	0.027000000000000003	90.0	A	O	b'2018yCat.1345....0G'	1.2589266e-11	2.754226e-11	1.0471297e-10			1.6768711000000002e-10	4.008664e-09	6.7920327e-09	8.260376e-09						B	0.24587028149905954	92.45974154944278	False	False
4636	b'LS  IV -14   80'	18 29 04.7818	-14 43 00.774	14.0	14.0	0.165	0.1786	90.0	A	O	b'2018yCat.1345....0G'	1.5848925e-11	6.6069300000000004e-12	1.0232935000000001e-11			1.5434778e-11									B	-1.8336206711456773	17.315886904243847	False	False
4637	b'Ton S 374'	03 43 36.3626	-24 39 46.721	14.0	14.0	0.027999999999999997	0.037000000000000005	90.0	A	O	b'2018yCat.1345....0G'		2.2908658e-15	1.2882485e-15	6.309575999999999e-16	6.7608285e-16	1.3440017999999998e-15	3.0199485e-16	2.2908657e-16	3.2359382e-16		2.2908658e-15	7.762477300000001e-16	3.4673682999999997e-16		B	-51.38784529050884	219.2354499704973	False	False
