	s_MAIN_ID	s_RA	s_DEC	s_RA_PREC	s_DEC_PREC	s_COO_ERR_MAJA	s_COO_ERR_MINA	s_COO_ERR_ANGLE	s_COO_QUAL	s_COO_WAVELENGTH	s_COO_BIBCODE	s_FLUX_U	s_FLUX_B	s_FLUX_V	s_FLUX_R	s_FLUX_I	s_FLUX_G	s_FLUX_J	s_FLUX_H	s_FLUX_K	s_FLUX_u	s_FLUX_g	s_FLUX_r	s_FLUX_i	s_FLUX_z	s_class	s_glat	s_glon	s_nan_spectra	s_zero_spectra
4469	b'KUV 06158+2823'	06 18 58.3327	+28 22 07.418	14.0	14.0	0.1395	0.134	90.0	A	O	b'2018yCat.1345....0G'		1.2589265e-18		1.2589265e-17		4.037384e-18	1.1220188999999998e-16	1.9498444e-16	2.3988336e-16						B	6.0902518925621525	184.10005296595	False	False
4470	b'TYC 8706-936-1'	15 14 35.6170	-59 46 54.819	14.0	14.0	0.0352	0.0275	90.0	A	O	b'2018yCat.1345....0G'		1.0232935e-12	3.981075e-12			7.985459e-12	1.7782795e-10	2.6181842999999997e-10	3.2734096e-10						B	-1.7579147397182044	320.05737315311336	False	False
4471	b'EC 04491-1242'	04 51 29.0	-12 37 58	5.0	5.0			0.0	D	O	b'2013MNRAS.431..240O'	2.8183817000000004e-16	2.6915367e-17	1.8197019e-17												B	-32.26235108201041	211.0510371748406	False	False
4472	b'LS  IV -12   89'	18 34 21.3586	-12 38 01.925	14.0	14.0	0.0462	0.0444	90.0	A	O	b'2018yCat.1345....0G'		7.9432755e-13				1.5240514e-12	1.2589266e-11	1.5346165e-11	1.7338053e-11						B	-2.0094579563393347	19.75662558071692	False	False
4473	b'SDSS J141558.19-022714.3'	14 15 58.1920	-02 27 14.348	14.0	14.0	0.2203	0.2009	90.0	A	O	b'2018yCat.1345....0G'						3.1710253e-19				1.1912425000000001e-18	6.471438e-19	2.1677063000000003e-19	9.440617e-20	4.9544984e-20	B	54.081058073110505	340.8119914872865	False	False
4474	b'[DSH99] 393-25'	17 45 45.80	-33 25 47.8	6.0	6.0			0.0	D		b'1999A&AS..139..231D'			4.7863043e-14												B	-2.365193067588761	356.17782236970976	False	False
4475	b'IPHAS J030120.82+602444.9'	03 01 20.8139	+60 24 44.862	14.0	14.0	0.0207	0.019	90.0	A	O	b'2018yCat.1345....0G'						2.8510178000000003e-15	1.4757054e-13	2.5118842e-13	4.4565642e-13						B	1.4793087102824198	138.31172245090545	False	False
4476	b'SDSS J082824.20+212556.6'	08 28 24.2024	+21 25 56.809	14.0	14.0	0.1964	0.0878	90.0	A	O	b'2018yCat.1345....0G'						1.2058707e-18				2.4547053999999997e-18	1.9906724e-18	8.165835999999999e-19	4.977377e-19	3.1405067e-19	B	30.448404954001695	202.84867602868997	False	False
4477	b'SDSS J143347.48+501718.1'	14 33 47.4811	+50 17 18.193	14.0	14.0	0.0845	0.0927	90.0	A	O	b'2018yCat.1345....0G'						1.3158299e-18				1.8663792e-19	1.9186729999999997e-18	1.0092521999999999e-18	6.3973444999999995e-19	4.808385000000001e-19	B	59.7275112486091	89.74292049221445	False	False
4478	b'PHL   261'	22 25 52.3121	-09 59 57.601	14.0	14.0	0.1014	0.0912	90.0	A	O	b'2018yCat.1345....0G'		2.5118840999999996e-17	3.9810754e-17	3.9810754e-17		3.8645513999999996e-17				1.3182563999999999e-16	6.918312e-17	2.3442333e-17	1.1220165e-17	5.370312e-18	B	-51.694512629184	52.4355274449543	False	False
4479	b'EC 13571-2337'	13 59 58.2693	-23 51 52.874	14.0	14.0	0.0591	0.0494	90.0	A	O	b'2018yCat.1345....0G'		7.413100500000001e-16	4.897783000000001e-16			4.831702e-16	1.862089e-16	7.585761e-17	2.454710700000001e-16						B	36.391320016218536	322.48478543934874	False	False
4480	b'SBSS 1311+504'	13 13 40.1926	+50 08 35.503	14.0	14.0	0.0367	0.0392	90.0	A	O	b'2018yCat.1345....0G'		1e-16				4.8139417e-17	3.1695702999999997e-16	7.3960603e-16	9.48419e-16						B	66.59521247437961	113.9420324308772	False	False
4481	b'SDSS J135623.03+004259.8'	13 56 23.0415	+00 42 59.844	14.0	14.0	0.4717	0.4387	90.0	A	O	b'2018yCat.1345....0G'						1.4125363e-20				1.6982418e-21	2.1086252000000002e-20	1.1857671e-20	7.585760999999999e-21	5.97034e-21	B	59.33091872139676	336.16965380365946	False	False
4482	b'PG 0936+037'	09 39 20.6258	+03 26 31.639	14.0	14.0	0.0456	0.0418	90.0	A	O	b'2018yCat.1345....0G'		6.309575999999999e-16		9.549915999999999e-17		3.4474690000000005e-16	1.1481546999999999e-16	5.0118809999999994e-17	6.025604999999999e-17	8.709627400000001e-16	5.888442999999999e-16	2.1877624e-16	1.04712966e-16	5.1286032000000006e-17	B	38.429414472114594	231.61865938250446	False	False
4483	b'[MA93]  869'	00 55 43.4749	-72 31 32.862	14.0	14.0	0.0382	0.0354	90.0	A	O	b'2018yCat.1345....0G'	6.7608285e-16	8.128302e-17	8.317639000000001e-17		8.128302e-17	6.6573196e-17	6.165963e-17	6.7608284e-17	1.6218103000000002e-16						B	-44.598695849186754	302.4800122719038	False	False
4484	b'Ton S 161'	00 31 12.9491	-27 12 54.185	14.0	14.0	0.0381	0.0291	90.0	A	O	b'2018yCat.1345....0G'		6.165949299999999e-16	7.413100500000001e-16	3.6307839999999997e-16		8.348344000000001e-16	2.1037782999999996e-15	3.0130067e-15	4.0364533000000005e-15						B	-85.50185966386124	30.67211770199719	False	False
4485	b'FBS 0109+430'	01 12 30.2127	+43 16 41.353	14.0	14.0	0.044000000000000004	0.0392	90.0	A	O	b'2018yCat.1345....0G'		6.165949299999999e-16	8.511386e-16			1.6409686999999998e-15	2.1086299e-15	2.3014442000000002e-15	2.2542376e-15						B	-19.427333769491103	126.9952122715133	False	False
4486	b'SDSS J103452.70+061733.2'	10 34 52.7044	+06 17 33.154	14.0	14.0	0.1352	0.1468	90.0	A	O	b'2018yCat.1345....0G'						3.7239096e-18				4.008673e-19	5.2844475e-18	2.9648322e-18	2.0653827e-18	1.4223283999999999e-18	B	51.45844979323615	239.38727860840982	False	False
4487	b'EC 14171-1842'	14 19 58.4371	-18 56 27.937	14.0	14.0	0.0587	0.0493	90.0	A	O	b'2018yCat.1345....0G'		9.7723673e-17	1.0964781000000002e-16	1e-16		9.944903000000001e-17	6.165963e-17	1.2882486000000003e-16		3.8904527999999997e-17	1.1481546999999999e-16	6.6834506e-17	4.5708803e-17	3.5481277e-17	B	39.179432093764504	330.3018938126515	False	False
4488	b'LS  IV -00   13'	19 03 43.4217	-00 03 18.885	14.0	14.0	0.0395	0.0393	90.0	A	O	b'2018yCat.1345....0G'	1.2589266e-11	2.5118841e-12	1.0000000000000001e-11			7.118686e-12	2.2181949e-11	2.5882135e-11	2.8707816999999997e-11						B	-2.758496594232269	34.28430787328955	False	False
4489	b'LS  IV -00   16'	19 24 37.1118	-00 14 29.048	14.0	14.0	0.051	0.0415	90.0	A	O	b'2018yCat.1345....0G'		5.3703125e-13	1.4125363e-13			5.3567323e-13	9.549915999999999e-13	1.0092523e-12	9.246973e-13						B	-7.488133652638364	36.51921982837651	False	False
4490	b'SDSS J112818.20+253353.6'	11 28 18.1948	+25 33 53.747	14.0	14.0	0.2197	0.2229	90.0	A	O	b'2018yCat.1345....0G'						3.6049565e-19				1.2217993e-18	7.550927e-19	2.437806e-19	1.0616932999999999e-19	5.3579677000000005e-20	B	71.33097545312201	213.02401017191102	False	False
4491	b'2QZ J121521.7+014315'	12 15 21.8272	+01 43 16.394	14.0	14.0	0.3856	0.2706	90.0	A	O	b'2018yCat.1345....0G'						3.8494585e-20				5.6234133e-21	5.610487e-20	3.318944e-20	2.3768373e-20	1.1748966999999999e-20	B	63.16183667037435	282.6249622980898	False	False
4492	b'EC 03013-7337'	03 01 16.9	-73 25 17	5.0	5.0			0.0	D	O	b'2013MNRAS.431..240O'	2.454710700000001e-16	3.7153496000000004e-17	2.5118840999999996e-17												B	-40.63913503439503	291.28870745287935	False	False
4493	b'LS   V +42   18'	05 02 46.7555	+42 26 00.120	14.0	14.0	0.0413	0.0336	90.0	A	O	b'2018yCat.1345....0G'		6.4565486e-13	2.8840318e-12			1.6199451999999998e-12	7.095775e-12	8.0909585e-12	9.3972235e-12						B	0.4454744438871019	163.97852943460344	False	False
4494	b'HD 314837'	17 57 02.6458	-25 58 06.375	14.0	14.0	0.0786	0.0662	90.0	A	O	b'2018yCat.1345....0G'		2.7542259999999998e-12	8.128303e-12			1.3902720000000002e-11									B	-0.6612594344592434	3.845950692633098	False	False
4495	b'HS 2208+2718'	22 10 36.9342	+27 32 51.232	14.0	14.0	0.043	0.0595	90.0	A	O	b'2018yCat.1345....0G'		7.762477300000001e-16	5.623412999999999e-16			5.290543e-16	1.6982418999999998e-16	7.079464e-17			8.511386e-16	3.3113146e-16	1.4454392e-16		B	-23.064477027181386	84.46432770363842	False	False
4496	b'SDSS J130523.80+131927.2'	13 05 23.8100	+13 19 27.256	14.0	14.0	0.2014	0.1686	90.0	A	O	b'2018yCat.1345....0G'						6.143285e-19				3.0130067e-19	1.0115775e-18	4.466832000000001e-19	2.4603720000000003e-19	1.6218066e-19	B	75.81550644373891	316.91972288159525	False	False
4497	b'LS  IV -03   15'	18 56 01.0534	-03 55 45.832	14.0	14.0	0.0416	0.0419	90.0	A	O	b'2018yCat.1345....0G'	4.570880299999999e-13	3.2359382999999997e-13	1.9054595e-12	1.4454393e-12		2.1892713e-12	2.8183815999999996e-11	3.8370692e-11	4.4771332e-11						B	-2.8079558767524966	29.953432082498303	False	False
4498	b'SDSS J123910.98+125256.7'	12 39 10.9922	+12 52 56.693	14.0	14.0	0.55	0.4116	90.0	A	O	b'2018yCat.1345....0G'						1.9507396e-20				7.2443694e-21	3.0060807e-20	1.6595843e-20	9.772367000000001e-21	8.3176395e-21	B	75.46826094142365	290.9477757127293	False	False
4499	b'BD+54     3'	00 08 48.0581	+55 39 59.464	14.0	14.0	0.0199	0.0207	90.0	A	O	b'2018yCat.1345....0G'	1.1748967e-10	3.0902936e-11	4.0737996e-11			3.9746637e-11	6.982322e-11	6.982322e-11	6.982322e-11						B	-6.705280803764768	116.90235273181366	False	False
4500	b'SDSS J142426.43+275239.6'	14 24 26.4357	+27 52 39.614	14.0	14.0	0.1847	0.2843	90.0	A	O	b'2018yCat.1345....0G'						4.6270092e-20				2.5118842e-20	7.780379e-20	3.288518e-20	1.9142541e-20	1.0232935e-20	B	69.39415160308205	40.41169226241089	False	False
4501	b'LS III +40   24'	20 46 02.9038	+40 19 17.921	14.0	14.0	0.022000000000000002	0.0272	90.0	A	O	b'2018yCat.1345....0G'		5.3703125e-13	3.0199484e-12			5.5821363e-12	4.3954125999999994e-10	8.472283e-10	1.0616956e-09						B	-1.7366424914579393	80.91368029956774	False	False
4502	b'LS   V +20   38'	06 23 13.6466	+20 11 30.830	14.0	14.0	0.0436	0.0422	90.0	A	O	b'2018yCat.1345....0G'	2.238723e-12	9.772367e-13	3.467368e-12	4.8977836e-12		4.9260648e-12	3.7670398e-11	5.7279653e-11	6.109424e-11		1.7782794999999999e-12	5.128614e-12	7.079464e-12		B	3.143228706888256	191.81450686889232	False	False
4503	b'Ton S 103'	23 34 01.9537	-28 51 37.963	14.0	14.0	0.0551	0.0512	90.0	A	O	b'2018yCat.1345....0G'		3.7153495e-15	2.1877624e-15			2.1732017000000004e-15	3.8904528e-16	3.2359382e-16							B	-72.84446577627953	22.621975839254283	False	False
4504	b'PG 0207+005'	02 10 14.9807	+00 45 02.232	14.0	14.0	0.0634	0.054000000000000006	90.0	A	O	b'2018yCat.1345....0G'		5.370312000000001e-16	3.7153496e-16	1.2302691999999999e-16		3.9138113e-16	7.943275e-17	1.8197018e-16	5.888443e-17	1.224617e-15	7.345141499999999e-16	2.4945965000000003e-16	1.07151865e-16	5.1522849999999995e-17	B	-56.28787302821063	160.33304534135456	False	False
4505	b'EC 05576-8527'	05 46 15.0	-85 26 43	5.0	5.0			0.0	D	O	b'2013MNRAS.431..240O'	7.943274999999999e-14	1.9054596e-14	3.3113147000000005e-14												B	-28.318751247825237	297.96489614212584	False	False
4506	b'LS III +62   27'	22 55 03.9821	+62 49 33.785	14.0	14.0	0.0219	0.0212	90.0	A	O	b'2018yCat.1345....0G'		3.4673683e-13	6.025592400000001e-13		2.6302683999999997e-12	1.943121e-12	2.9107153999999995e-11	5.714786e-11	7.533553e-11						B	2.8937163571524365	110.0854065601688	False	False
4507	b'FBS 0123+332'	01 25 52.6218	+33 25 50.976	14.0	14.0	0.0384	0.0401	90.0	A	O	b'2018yCat.1345....0G'		3.9810752e-14	1.9952632e-14			2.1697017000000002e-14	3.6057877000000003e-14	3.828249e-14	3.4197976e-14						B	-28.891715235343238	131.13584341940953	False	False
4508	b'SDSS J164900.13+412752.2'	16 49 00.132	+41 27 52.30	7.0	7.0	4.0	4.0	90.0	C	O	b'2011yCat.2306....0A'										4.1020490999999996e-19	1.958844e-18	8.79023e-19	4.677352e-19	3.1117165e-19	B	39.904900703243605	65.71207720734644	False	False
4509	b'GALEX J233158.9+281522'	23 31 58.95	+28 15 22.6	6.0	6.0	3000.0	3000.0	0.0	D	U	b'2012MNRAS.427.2180N'			7.762478e-15												B	-31.427810743908747	102.39853288866728	False	False
4510	b'LS III +53   27'	22 01 31.4542	+54 06 20.184	14.0	14.0	0.0267	0.0245	90.0	A	O	b'2018yCat.1345....0G'	5.6234135e-13	3.3884394e-13	1.4454393e-12			2.0634787e-12	2.8707816999999997e-11	4.2364282e-11	5.457584399999999e-11						B	-0.8851115879609739	99.6049249311838	False	False
4511	b'BD-14  1751'	07 10 54.4613	-14 21 26.221	14.0	14.0	0.0288	0.0302	90.0	A	O	b'2018yCat.1345....0G'	3.630784e-10	9.549916e-11	1.5488151000000002e-10	1.0471297e-10		2.393866e-10	1.4521107e-09	2.3334583e-09	4.5498805e-09		6.9183125e-11	1.8620891e-10	2.3988336000000003e-10		B	-2.2873722944914703	227.90566892204706	False	False
4512	b'BD-15  4503'	17 17 14.9395	-15 13 44.704	14.0	14.0	0.0945	0.0619	90.0	A	O	b'2018yCat.1345....0G'		2.5118843e-11	2.951211e-11			3.707664e-11	6.8865275e-11	6.3386976e-11	6.9183125e-11						B	12.902420361084832	8.087229020048845	False	False
4513	b'SDSS J163509.13+000234.9'	16 35 09.1317	+00 02 34.989	14.0	14.0	0.1711	0.0936	90.0	A	O	b'2018yCat.1345....0G'						6.886513000000001e-19				1.4454393000000001e-18	1.2359447e-18	4.7753023e-19	2.4660405e-19	1.2882513000000002e-19	B	29.929694178912012	15.834790815170596	False	False
4514	b'SDSS J082428.41+512601.6'	08 24 28.4084	+51 26 01.600	14.0	14.0	0.1775	0.1391	90.0	A	O	b'2018yCat.1345....0G'						1.9261957e-19				9.078208999999999e-20	1.8535302e-19	1.8280966e-19	1.5885475e-19	1.3489603e-19	B	35.143429874398024	167.39366635418267	False	False
4515	b'HD  17218'	02 47 21.1923	+45 16 12.198	14.0	14.0	0.0605	0.0623	90.0	A	O	b'2018yCat.1345....0G'	3.3113148e-09	6.309576e-10	5.128614e-10			5.291763e-10	3.2583636e-10	2.7164393e-10	2.3933142e-10						B	-12.942854092724273	143.4102768495278	False	False
4516	b'LS   I +61   58'	23 47 40.1742	+62 02 20.528	14.0	14.0	0.0268	0.0239	90.0	A	O	b'2018yCat.1345....0G'	1.0471296e-12	3.3884394e-13	7.762477e-13	7.4131006e-13		9.622771999999998e-13	5.7279654e-12	6.165949299999999e-12	6.982322e-12						B	0.08685703869420354	115.53267802720084	False	False
4517	b'EM* GGR  167'	00 01 45.6151	+63 27 58.002	14.0	14.0	0.0197	0.0225	90.0	A	O	b'2018yCat.1345....0G'		2.5118842e-13	5.3703125e-13	7.4131006e-13		9.517006e-13	3.698280399999999e-12	6.025592400000001e-12	9.246973e-12						B	1.1274848286990249	117.41760557154949	False	False
4518	b'SDSS J152225.12+053845.7'	15 22 25.1276	+05 38 45.778	14.0	14.0	0.1409	0.1337	90.0	A	O	b'2018yCat.1345....0G'						1.1890473e-18				2.754232e-19	1.7619772e-18	9.794882e-19	5.6754423e-19	3.8994163e-19	B	48.1759829809781	8.92948168266743	False	False
4519	b'EM* AS   98'	05 25 34.8220	+36 33 24.606	14.0	14.0	0.0472	0.055	90.0	A	O	b'2018yCat.1345....0G'		3.3884394999999998e-12	1.14815475e-11			1.7190957e-11	4.216965e-10	8.165818e-10	1.4157938e-09						B	0.5727208804128248	171.31426298681666	False	False
4520	b'SDSS J204026.96-055513.3'	20 40 26.9584	-05 55 13.295	14.0	14.0	0.0791	0.0633	90.0	A	O	b'2018yCat.1345....0G'						8.051912599999999e-18	2.2233104e-17	1.3803853999999999e-16	1.164126e-16	3.2960944999999997e-18	6.854889e-18	7.227686e-18	6.918312e-18	7.0145636e-18	B	-26.89782327394012	40.39859687667384	False	False
4521	b'LS  IV -01   15'	19 09 23.0103	-01 51 28.105	14.0	14.0	0.0379	0.0358	90.0	A	O	b'2018yCat.1345....0G'	1.6982418999999997e-12	1.0715186e-12	2.8183816e-12			2.029082e-12	9.162202e-12	9.638294500000001e-12	1.0256512e-11						B	-4.839398923384347	33.32274619328958	False	False
4522	b'LB   984'	17 02 06.1424	+12 16 07.852	14.0	14.0	0.055	0.0507	90.0	A	O	b'2018yCat.1345....0G'		1.2302691999999999e-16				5.2601808000000005e-17	2.3496343e-17			1.6982418999999998e-16	8.912525e-17	3.0199483999999996e-17	1.4125362999999998e-17	7.24437e-18	B	29.75043836705473	31.910757969236236	False	False
4523	b'EC 05133-4632'	05 14 46.0	-46 29 15	5.0	5.0			0.0	D	O	b'2013MNRAS.431..240O'	1.7782794e-15	3.0199485e-16	3.9810752000000003e-16												B	-35.56063838215754	252.3823070140501	False	False
4524	b'Cl* NGC 3293     MG       4'	10 35 19.83	-58 07 35.3	6.0	6.0			0.0	D	O	b'2009ApJ...700.1216M'															B	0.12938727193057892	285.74527386023976	True	False
4525	b'EC 20289-4248'	20 32 22.3	-42 38 32	5.0	5.0			0.0	D	O	b'2013MNRAS.431..240O'	7.5857777e-16	2.0417400000000004e-16	1.6218103000000002e-16												B	-36.014065662563794	358.28126614067327	False	False
4526	b'NAME AX J163904-4642'	16 39 06	-46 42.2	4.0	4.0	31200.0	31200.0	90.0	E	G	b'2016ApJS..223...15B'															B	0.07416604188758125	338.00280222171307	True	False
4527	b'EC 13290-1933'	13 31 46.2966	-19 48 25.775	14.0	14.0	0.0777	0.0552	90.0	A	O	b'2018yCat.1345....0G'		5.7544026e-15	3.3113147999999997e-15			3.743694e-15	8.97429e-16	8.375299e-16	4.0737997000000003e-16						B	42.05848111016969	315.75033030599104	False	False
4528	b'[MLD95] LMC 2-107'	05 44 25.6806	-68 05 20.087	8.0	8.0	300.0	300.0	90.0	C	I	b'2009AJ....138.1003B'		1.3489633e-15	9.332549e-16												B	-31.25000162068219	278.22527322993886	False	False
4529	b'PG 1637+346'	16 39 36.0277	+34 32 30.440	14.0	14.0	0.0235	0.0295	90.0	A	O	b'2018yCat.1345....0G'		9.772366999999999e-16	7.5857777e-16	4.786304000000001e-16		7.9744367e-16	7.430196300000001e-16	8.491802999999999e-16	7.9799546e-16	8.912505e-16	1.1428773e-15	4.7752917e-16	3.5645117999999994e-16	2.4945965000000003e-16	B	41.10050319970457	56.415875571351826	False	False
4530	b'EC 14232-2151'	14 26 05.2916	-22 04 40.792	14.0	14.0	0.0588	0.043	90.0	A	O	b'2018yCat.1345....0G'		2.5703948e-16	2.5118841e-16	1.2589264999999998e-16		2.5020742e-16	2.2029285999999998e-16	2.8313897e-16	3.5481355000000004e-16	1.1220188999999998e-16	3.3113146e-16	2.0417400000000004e-16	1.2022642999999999e-16	8.317639000000001e-17	B	35.73230552840447	330.20087201288163	False	False
4531	b'SDSS J160322.84+093859.4'	16 03 22.8364	+09 38 59.421	14.0	14.0	0.10300000000000001	0.0624	90.0	A	O	b'2018yCat.1345....0G'						3.1246442000000005e-18				7.498942e-18	5.688518e-18	1.9142541000000004e-18	8.933059e-19	4.7097767e-19	B	41.581900367396415	21.23136609212953	False	False
4532	b'SDSS J151902.42+071535.3'	15 19 02.4211	+07 15 35.453	14.0	14.0	0.233	0.2082	90.0	A	O	b'2018yCat.1345....0G'						1.0590108999999999e-19	1e-19			2.7861193e-19	2.1281347000000002e-19	6.729753e-20	3.1188858e-20	1.9769675e-20	B	49.784464843439295	10.223858830300307	False	False
4533	b'2MASS J07520953+2857068'	07 52 09.5253	+28 57 06.733	14.0	14.0	0.0705	0.0412	90.0	A	O	b'2018yCat.1345....0G'						4.5227162e-17	7.888589e-17			6.561444e-18	6.823380999999999e-17	3.8194492000000005e-17	2.4378060000000002e-17	1.7258359e-17	B	25.128763322810194	191.8037299185176	False	False
4534	b'SDSS J233542.36+303354.8'	23 35 42.3737	+30 33 54.789	14.0	14.0	0.1733	0.1006	90.0	A	O	b'2018yCat.1345....0G'						3.2366773e-19				6.0256056e-20	4.3052736999999997e-19	2.8510178000000004e-19	1.7498467999999998e-19	1.071521e-19	B	-29.537280950527798	104.20182946372853	False	False
4535	b'LS   V +21    5'	05 24 23.9410	+21 54 45.156	14.0	14.0	0.06	0.0444	90.0	A	O	b'2018yCat.1345....0G'		3.981075e-12	8.317639e-12			1.6125027e-11	7.095775e-11	7.834296999999999e-11	8.2985015e-11						B	-7.812221242655218	183.3581535106098	False	False
4536	b'EM* GGA  339'	05 29 19.1398	+34 17 47.248	14.0	14.0	0.0379	0.0318	90.0	A	O	b'2018yCat.1345....0G'		1.0964781000000001e-13	2.5703948000000003e-13	2.5703948000000003e-13		3.6232654e-13	9.01571e-12	3.9902474e-11	2.4660404e-10						B	-0.052215336157155484	173.61617154535242	False	False
4537	b'SDSS J074610.18+344849.1'	07 46 10.1930	+34 48 49.239	14.0	14.0	0.535	0.4112	90.0	A	O	b'2018yCat.1345....0G'						1.1735456e-20				3.1477424e-20	2.2594362e-20	7.7090196e-21	3.6307759999999995e-21	3.9810753e-21	B	25.668935129626018	185.19040482176257	False	False
4538	b'EC 10077-1537'	10 10 10.8947	-15 52 12.807	14.0	14.0	0.0497	0.0453	90.0	A	O	b'2018yCat.1345....0G'		4.6773524000000005e-15	2.8183815999999996e-15			2.9437419e-15	5.495406e-16	4.570880400000001e-16	7.9432754e-16						B	31.87476772346241	255.80831521165402	False	False
4539	b'EC 20359-5436'	20 39 41.7	-54 25 49	5.0	5.0			0.0	D	O	b'2013MNRAS.431..240O'	3.0902938e-16	2.3442333e-17	1.6595842e-17												B	-37.33319629107204	343.5842217791224	False	False
4540	b'PG 1129-081'	11 32 20.8741	-08 21 22.277	14.0	14.0	0.0865	0.0571	90.0	A	O	b'2018yCat.1345....0G'		3.5481277e-17		3.2359382e-17		3.1681020000000005e-17				1.9498444e-16	5.888443e-17	1.7377999999999998e-17	6.4565342999999996e-18	2.818388e-18	B	49.67264184818411	271.78864863313726	False	False
4541	b'2MASS J11024198+2518408'	11 02 41.9945	+25 18 40.865	14.0	14.0	0.0462	0.0424	90.0	A	O	b'2018yCat.1345....0G'						4.2335082999999997e-16	4.2756245999999994e-16	2.9376523999999996e-16	5.4200114e-16	7.888589e-17	6.6221666e-16	2.9922635e-16	1.9054595e-16	1.3963698e-16	B	65.59213538465586	211.01440958772483	False	False
4542	b'PG 1555+142'	15 57 58.7697	+14 02 20.432	14.0	14.0	0.0402	0.0327	90.0	A	O	b'2018yCat.1345....0G'		6.918311999999999e-16	3.8904528e-16	2.0417400000000004e-16		4.3112149999999997e-16	1.6143593e-16	1.4223283000000003e-16		1.1117305e-15	8.165818e-16	2.3768424999999997e-16	1.3427656999999999e-16	6.839102e-17	B	44.705318967081524	25.8318568782823	False	False
4543	b'SDSS J171553.59+430555.3'	17 15 53.5950	+43 05 55.405	14.0	14.0	0.08900000000000001	0.1085	90.0	A	O	b'2018yCat.1345....0G'						1.3316779e-18				2.1627139999999998e-18	1.8923454e-18	9.638273e-19	5.6493804e-19	3.926448e-19	B	35.07805577857256	68.26381955943242	False	False
4544	b'EC 14114-2619'	14 14 16.5778	-26 33 02.202	14.0	14.0	0.0703	0.0735	90.0	A	O	b'2018yCat.1345....0G'		2.6915367000000002e-16	2.0892946000000002e-16			2.0830506999999998e-16	7.638348e-17	1.3212965e-16							B	32.742771725053004	325.024024168901	False	False
4545	b'GSC 01995-02571'	12 52 18.6887	+28 19 57.196	14.0	14.0	0.0259	0.0218	90.0	A	O	b'2018yCat.1345....0G'		2.6001593e-15	3.7153495e-15			3.9819845e-15	1.1040791599999999e-14	1.5488152e-14	1.7377999e-14						B	88.78028318438288	113.8635089352317	False	False
4546	b'EC 04577-5728'	04 58 38.5	-57 24 27	5.0	5.0			0.0	D	O	b'2013MNRAS.431..240O'	3.3884394999999996e-15	5.888442999999999e-16	4.1686927999999994e-16												B	-37.64095942587157	266.0967893350686	False	False
4547	b'KUV 02552-0656'	02 57 40.64	-06 44 23.8	6.0	6.0	100.0	70.0	89.0	B	I	b'2003yCat.2246....0C'		2.5118840999999996e-17					1.3614441000000001e-15	3.4593903000000003e-15	2.8575927000000003e-15						B	-53.76778558655877	184.5008492172044	False	False
4548	b'LS III +61    9'	22 16 43.4319	+61 24 17.526	14.0	14.0	0.0232	0.0235	90.0	A	O	b'2018yCat.1345....0G'		7.762477000000001e-12	2.2908658e-11			2.4394927e-11	1.6557694e-10	2.0558893e-10	2.243881e-10						B	3.8893433443909418	105.48619693625716	False	False
4549	b'SDSS J130944.65+144321.3'	13 09 44.6602	+14 43 21.448	14.0	14.0	0.0923	0.0693	90.0	A	O	b'2018yCat.1345....0G'						2.5322093e-18				7.744617e-19	4.120973e-18	1.9769675e-18	1.1614501000000001e-18	8.128301999999999e-19	B	76.88249073645505	322.81135652198714	False	False
4550	b'EM* AS   55'	02 17 23.6775	+59 01 26.159	14.0	14.0	0.0217	0.0271	90.0	A	O	b'2018yCat.1345....0G'	2.0417399e-11	7.943275e-12	3.3884395e-11			7.282826e-11	1.2274385e-09	1.7218689e-09	2.1183622e-09						B	-2.0209777172393766	133.80638732592993	False	False
4551	b'LS III +45   36'	20 54 28.2707	+45 47 33.763	14.0	14.0	0.0183	0.02	90.0	A	O	b'2018yCat.1345....0G'		1.4454393e-12	2.8183816e-12			3.5793126000000003e-12	4.9659242e-11	6.0813556e-11	8.0352565e-11						B	0.5442593778842791	86.11917276789782	False	False
4552	b'PG 2122+081'	21 25 25.4800	+08 19 11.756	14.0	14.0	0.0785	0.0897	90.0	A	O	b'2018yCat.1345....0G'		1.2589264999999998e-16		3.9810754e-17		2.5444832000000002e-17									B	-28.82780145662566	60.808973074541456	False	False
4553	b'2E  4200'	19 10 43.551	+09 16 29.83	7.0	7.0			0.0	C	O	b'2012yCat.2316....0U'									7.396060000000001e-14						B	-0.019623106121386062	43.37569628126567	False	False
4554	b'2MASS J07595601+1952482'	07 59 56.0111	+19 52 48.279	14.0	14.0	0.0484	0.0306	90.0	A	O	b'2018yCat.1345....0G'						2.3966223e-16	3.1622776e-16	3.8370693e-16	2.552699e-16	2.5118840999999996e-17	3.3496513e-16	1.9815267999999999e-16	1.3458595e-16	1.0423165999999999e-16	B	23.67131845131408	201.8280726361177	False	False
4555	b'EM* GGA  300'	04 47 55.8388	+47 49 24.424	14.0	14.0	0.0309	0.0278	90.0	A	O	b'2018yCat.1345....0G'		1.2882485e-14	8.317639e-14	1.2022642e-13		1.4138396e-13	3.104557e-12	6.456548400000001e-12	8.317639e-12						B	1.7913243538411454	158.1395367056964	False	False
