	s_MAIN_ID	s_RA	s_DEC	s_RA_PREC	s_DEC_PREC	s_COO_ERR_MAJA	s_COO_ERR_MINA	s_COO_ERR_ANGLE	s_COO_QUAL	s_COO_WAVELENGTH	s_COO_BIBCODE	s_class	s_glat	s_glon	join
8622	b'2MASS J18593189+0203454'	18 59 31.897	+02 03 45.44	7.0	7.0	70.0	60.0	3.0	B	I	b'2003yCat.2246....0C'	O	-0.8589973661069162	35.69047362252803	-1.0
8623	b'SDSS J075236.79+441642.3'	07 52 36.7851	+44 16 42.495	14.0	14.0	0.1136000007390976	0.08820000290870668	90.0	A	O	b'2018yCat.1345....0G'	O	29.10518859680032	175.15542483934516	-1.0
8624	b'SDSS J204726.93-060325.7'	20 47 26.9382	-06 03 25.779	14.0	14.0	0.0926000028848648	0.07280000299215318	90.0	A	O	b'2018yCat.1345....0G'	O	-28.503923244663216	41.17132807701451	-1.0
8625	b'EC 20450-6947'	20 49 54.1	-69 36 31	5.0	5.0			0.0	D	O	b'2013MNRAS.431..240O'	O	-35.49665815606737	324.7745557612328	-1.0
8626	b'SDSS J012739.34+404357.8'	01 27 39.3542	+40 43 57.897	14.0	14.0	0.10830000042915344	0.10360000282526016	90.0	A	O	b'2018yCat.1345....0G'	O	-21.620130613601518	130.30193251150718	-1.0
8627	b'EC 20334-1425'	20 36 11.5	-14 15 24	5.0	5.0			0.0	D	O	b'2013MNRAS.431..240O'	O	-29.53601795572218	31.342371577115397	-1.0
8628	b'SBSS 0803+510'	08 07 00.2470	+50 55 16.121	14.0	14.0	0.06120000034570694	0.04199999943375588	90.0	A	O	b'2018yCat.1345....0G'	O	32.38615421569044	167.86582386727483	-1.0
8629	b'OH  20.4   +1.4'	18 23 28.76	-10 27 20.4	6.0	6.0	60.0	60.0	90.0	B	I	b'2003yCat.2246....0C'	O	1.3611777013819757	20.449591893688947	-1.0
8630	b'PG 1722+317'	17 24 11.8414	+31 38 47.138	14.0	14.0	0.050799999386072166	0.05389999970793724	90.0	A	O	b'2018yCat.1345....0G'	O	31.381536082004533	55.14383032992718	-1.0
8631	b'EC 04120-3202'	04 14 00.2	-31 54 44	5.0	5.0			0.0	D	O	b'2015MNRAS.453.1879K'	O	-46.06628966436735	231.85428539294438	-1.0
8632	b'PN K  1-27'	05 57 02.1748	-75 40 22.475	14.0	14.0	0.041200000792741776	0.04670000076293945	90.0	A	O	b'2018yCat.1345....0G'	O	-29.57681688069994	286.87723183368615	-1.0
8633	b'EC 13175-1949'	13 20 17.5758	-20 05 18.772	14.0	14.0	0.07970000058412552	0.06340000033378601	90.0	A	O	b'2018yCat.1345....0G'	O	42.268833145147205	312.10215150521265	-1.0
8634	b'SDSS J213054.60-004117.4'	21 30 54.6029	-00 41 17.287	14.0	14.0	0.2029999941587448	0.18960000574588776	90.0	A	O	b'2018yCat.1345....0G'	O	-35.165256225187946	53.080131776799725	-1.0
8635	b'PG 0823+499'	08 27 36.7765	+49 45 33.906	14.0	14.0	0.04679999873042106	0.03620000183582306	90.0	A	O	b'2018yCat.1345....0G'	O	35.61364701019169	169.45714925873844	-1.0
8636	b'PG 1427+196'	14 29 27.7634	+19 21 36.619	14.0	14.0	0.050799999386072166	0.058899998664855964	90.0	A	O	b'2018yCat.1345....0G'	O	66.23179636629878	19.09214094361285	-1.0
8637	b'KPD 0033+5229'	00 35 52.3574	+52 45 49.487	14.0	14.0	0.0632999986410141	0.045800000429153435	90.0	A	O	b'2018yCat.1345....0G'	O	-10.035751960801251	120.54183155076404	-1.0
8638	b'EC 13344-2628'	13 37 12.9215	-26 43 19.322	14.0	14.0	0.07720000296831131	0.07150000333786011	90.0	A	O	b'2018yCat.1345....0G'	O	35.036080314142765	315.4323821277148	-1.0
8639	b'SDSS J150304.30+052436.6'	15 03 04.3048	+05 24 36.636	14.0	14.0	0.2865000069141388	0.21819999814033508	90.0	A	O	b'2018yCat.1345....0G'	O	51.89157374687686	4.14427332550254	-1.0
8640	b'VFTS 634'	05 38 49.010	-69 04 10.60	7.0	7.0			0.0	C	O	b'2011A&A...530A.108E'	O	-31.66566457988431	279.427290031895	-1.0
8641	b'SBSS 1418+518'	14 20 17.2195	+51 39 04.230	14.0	14.0	0.18279999494552607	0.16169999539852142	90.0	A	O	b'2018yCat.1345....0G'	O	60.321457755391314	94.65603418251914	-1.0
8642	b'Ton  102'	12 40 38.2822	+51 16 00.275	14.0	14.0	0.0272000003606081	0.02800000086426735	90.0	A	O	b'2018yCat.1345....0G'	O	65.77504485993539	127.0511194672858	-1.0
8643	b'KPD 2326+5102'	23 29 14.4535	+51 19 00.024	14.0	14.0	0.03750000149011612	0.033100001513957984	90.0	A	O	b'2018yCat.1345....0G'	O	-9.492332471729313	110.0798984736936	-1.0
8644	b'EC 10106-2117'	10 13 02.4859	-21 32 47.028	14.0	14.0	0.05139999836683273	0.06080000102519989	90.0	A	O	b'2018yCat.1345....0G'	O	28.05856736481738	260.7232756140093	-1.0
8645	b'SDSS J215722.91+115908.3'	21 57 22.9194	+11 59 08.312	14.0	14.0	0.0828000009059906	0.0674000009894371	90.0	A	O	b'2018yCat.1345....0G'	O	-32.45669178462593	69.9731085046008	-1.0
8646	b'SDSS J163150.89+480432.0'	16 31 50.8915	+48 04 32.014	14.0	14.0	0.06530000269412994	0.08160000294446945	90.0	A	O	b'2018yCat.1345....0G'	O	42.801943581614715	74.6098402347062	-1.0
8647	b'PG 1118+099'	11 20 56.2266	+09 36 41.794	14.0	14.0	0.0998999997973442	0.07909999787807465	90.0	A	O	b'2018yCat.1345....0G'	O	62.387013305673186	248.01232690152185	-1.0
8648	b'UVEX J204957.75+401637.9'	20 49 57.75	+40 16 37.9	6.0	6.0			0.0	D	U	b'2012MNRAS.426.1235V'	O	-2.3450614899029967	81.34841837296973	-1.0
8649	b'EC 20291-4529'	20 32 36.7	-45 19 14	5.0	5.0			0.0	D	O	b'2013MNRAS.431..240O'	O	-36.270477706825616	354.979305544651	-1.0
8650	b'KUV 02518+3230'	02 54 53.3473	+32 42 31.966	14.0	14.0	0.07329999655485152	0.054600000381469734	90.0	A	O	b'2018yCat.1345....0G'	O	-23.354549266464467	150.97654980244363	-1.0
8651	b'PG 1203+084'	12 06 05.9938	+08 09 43.468	14.0	14.0	0.08340000361204147	0.04600000008940697	90.0	A	O	b'2018yCat.1345....0G'	O	68.20658851462903	271.33006983280563	-1.0
8652	b'PG 0216+032'	02 19 18.9089	+03 26 51.366	14.0	14.0	0.07109999656677246	0.061400000005960464	90.0	A	O	b'2018yCat.1345....0G'	O	-52.79208611344265	161.06872994575338	-1.0
8653	b'SDSS J125301.62+394622.0'	12 53 01.6166	+39 46 22.235	14.0	14.0	0.08460000157356262	0.04839999973773956	90.0	A	O	b'2018yCat.1345....0G'	O	77.35110662881023	121.53745748263765	-1.0
8654	b'EC 21049-1330'	21 07 42.4	-13 18 23	5.0	5.0			0.0	D	O	b'2013MNRAS.431..240O'	O	-36.1643990043956	36.03699126252013	-1.0
8655	b'PG 0931+691'	09 35 59.8329	+68 52 01.552	14.0	14.0	0.05180000141263008	0.07479999959468843	90.0	A	O	b'2018yCat.1345....0G'	O	39.525170655992405	143.5420801807583	-1.0
8656	b'SDSS J163027.20+180233.2'	16 30 27.1927	+18 02 33.224	14.0	14.0	0.0998999997973442	0.09120000153779984	90.0	A	O	b'2018yCat.1345....0G'	O	39.01892678553892	34.80877629609339	-1.0
8657	b'EC 21053-4010'	21 08 33.2	-39 58 04	5.0	5.0			0.0	D	O	b'2015MNRAS.453.1879K'	O	-42.61533129753783	2.3093119834720643	-1.0
8658	b'EC 05415-5018'	05 42 46.8	-50 17 27	5.0	5.0			0.0	D	O	b'2013MNRAS.431..240O'	O	-31.23782004605981	257.37541796548385	-1.0
8659	b'[CW83] 0512-08'	05 14 43.9319	-08 48 06.375	14.0	14.0	0.07509999722242355	0.06859999895095825	90.0	A	O	b'2018yCat.1345....0G'	O	-25.46586006963285	209.86112252417462	-1.0
8660	b'PG 1638+147'	16 40 34.2712	+14 38 00.416	14.0	14.0	0.03880000114440918	0.028999999165534977	90.0	A	O	b'2018yCat.1345....0G'	O	35.494093060863506	31.973642152403322	-1.0
8661	b'SDSS J141505.47+020237.0'	14 15 05.4664	+02 02 37.190	14.0	14.0	0.21250000596046448	0.2232999950647354	90.0	A	O	b'2018yCat.1345....0G'	O	57.89647353448802	345.0943009055989	-1.0
8662	b'PG 1248+066'	12 51 29.1736	+06 21 52.120	14.0	14.0	0.06239999830722809	0.048700001090765	90.0	A	O	b'2018yCat.1345....0G'	O	69.23622218625374	302.9657864422416	-1.0
8663	b'SDSS J151939.26+394626.3'	15 19 39.2628	+39 46 26.370	14.0	14.0	0.16429999470710754	0.19040000438690186	90.0	A	O	b'2018yCat.1345....0G'	O	56.889179283085745	64.95882433438561	-1.0
8664	b'JL  94'	22 01 52.2194	-75 52 04.363	14.0	14.0	0.05050000175833702	0.05739999935030937	90.0	A	O	b'2018yCat.1345....0G'	O	-37.061321762810394	314.8364911757217	-1.0
8665	b'KPD 1931+2911'	19 33 49.1893	+29 17 47.361	14.0	14.0	0.025100000202655792	0.02920000068843365	90.0	A	O	b'2018yCat.1345....0G'	O	4.612192057518948	63.61368543578415	-1.0
8666	b'FBS 2254+373'	22 56 44.1930	+37 35 53.533	14.0	14.0	0.038199998438358314	0.04030000045895577	90.0	A	O	b'2018yCat.1345....0G'	O	-19.904672834254924	99.08206589035757	-1.0
8667	b'SDSS J072401.74+410320.9'	07 24 01.74	+41 03 20.9	6.0	6.0			0.0	D	O	b'2015MNRAS.446.4078K'	O	23.241154531796237	177.2611963670504	-1.0
8668	b'SDSS J151042.06+040955.6'	15 10 42.0521	+04 09 55.516	14.0	14.0	0.08489999920129776	0.07580000162124634	90.0	A	O	b'2018yCat.1345....0G'	O	49.62883060269603	4.466972616229298	-1.0
8669	b'TYC  464-384-1'	19 16 23.6672	+01 51 31.324	14.0	14.0	0.03099999949336052	0.02940000034868717	90.0	A	O	b'2018yCat.1345....0G'	O	-4.696742272503884	37.44348331932554	-1.0
8670	b'PN HbDs    1'	09 52 44.5227	-46 16 47.455	14.0	14.0	0.03480000048875809	0.03970000147819519	90.0	A	O	b'2018yCat.1345....0G'	O	6.192037337824107	273.67214991490073	-1.0
8671	b'LS 1274'	09 18 56.0105	-57 04 25.423	14.0	14.0	0.03579999879002571	0.03810000047087669	90.0	A	O	b'2018yCat.1345....0G'	O	-5.304892789518139	277.0387157241043	-1.0
8672	b'EC 19414-3819'	19 44 50.4	-38 12 26	5.0	5.0			0.0	D	O	b'2013MNRAS.431..240O'	O	-26.328113194244594	1.4746366670069275	-1.0
8673	b'SDSS J215631.56+121237.6'	21 56 31.5629	+12 12 37.640	14.0	14.0	0.1729000061750412	0.1509999930858612	90.0	A	O	b'2018yCat.1345....0G'	O	-32.15019766284377	69.99619348155196	-1.0
8674	b'HD 194280'	20 23 26.3119	+38 56 21.027	14.0	14.0	0.024299999698996544	0.030400000512599945	90.0	A	O	b'2018yCat.1345....0G'	O	0.9225145423001812	77.2007040923446	-1.0
8675	b'PG 0108+195'	01 11 03.7341	+19 47 42.442	14.0	14.0	0.059099998325109475	0.04069999977946282	90.0	A	O	b'2018yCat.1345....0G'	O	-42.8364379033859	129.23201866691852	-1.0
8676	b'FBS 0255+379'	02 58 40.9002	+38 09 36.923	14.0	14.0	0.07199999690055847	0.04780000075697899	90.0	A	O	b'2018yCat.1345....0G'	O	-18.236259033212935	148.8052581247986	-1.0
8677	b'SDSS J170035.85+374528.0'	17 00 35.8463	+37 45 28.078	14.0	14.0	0.18870000541210172	0.25450000166893005	90.0	A	O	b'2018yCat.1345....0G'	O	37.32944470526518	61.26068161660158	-1.0
8678	b'SDSS J211924.56-004955.5'	21 19 24.5640	-00 49 55.595	14.0	14.0	0.2944000065326691	0.4316999912261963	90.0	A	O	b'2018yCat.1345....0G'	O	-32.82570955585151	51.057039936748794	-1.0
8679	b'FBS 0150+396'	01 53 06.7448	+39 55 45.305	14.0	14.0	0.052700001746416085	0.04320000112056732	90.0	A	O	b'2018yCat.1345....0G'	O	-21.42260578234883	135.58280087691068	-1.0
8680	b'BPS CS 22957-0010'	23 57 01.3058	-02 50 27.791	14.0	14.0	0.059200000017881386	0.03290000185370445	90.0	A	O	b'2018yCat.1345....0G'	O	-62.443709635467464	92.41407389480896	-1.0
8681	b'[VSG2007] 8'	00 20 27.447	+59 17 35.84	7.0	7.0			0.0	D	I	b'2007ApJ...662..272V'	O	-3.3404809917642115	118.97911962355057	-1.0
8682	b'IRAS 16314-5611'	16 35 36.130	-56 17 52.76	7.0	7.0	60.0	60.0	90.0	B	N	b'2003yCat.2246....0C'	O	-5.940491815582006	330.4945714098035	-1.0
8683	b'SDSS J162701.72+284617.6'	16 27 01.7127	+28 46 17.665	14.0	14.0	0.19949999451637268	0.26420000195503235	90.0	A	O	b'2018yCat.1345....0G'	O	42.77650328901176	48.16505329146531	-1.0
8684	b'SDSS J161832.12+100655.0'	16 18 32.1247	+10 06 54.997	14.0	14.0	0.0771000012755394	0.056200001388788216	90.0	A	O	b'2018yCat.1345....0G'	O	38.47793676646869	24.007010246600732	-1.0
8685	b'[SSB92]  73'	01 02 37.2	-71 50 30	5.0	5.0			0.0	D		b'2002AJ....123.3216S'	O	-45.25971217835721	301.6946234139343	-1.0
8686	b'KUV 20417+7604'	20 40 46.8607	+76 14 39.815	14.0	14.0	0.032600000500679016	0.03750000149011612	90.0	A	O	b'2018yCat.1345....0G'	O	20.226231195901665	109.92260652937279	-1.0
8687	b'SDSS J171142.45+380525.3'	17 11 42.4584	+38 05 25.535	14.0	14.0	0.07970000058412552	0.08320000022649765	90.0	A	O	b'2018yCat.1345....0G'	O	35.210071446060674	62.063665168018034	-1.0
8688	b'KUV 02445+3633'	02 47 34.9990	+36 45 50.362	14.0	14.0	0.09229999780654907	0.05640000104904175	90.0	A	O	b'2018yCat.1345....0G'	O	-20.514728952886685	147.46116617975383	-1.0
8689	b'[SHM2002] 4527'	02 21 13.48	+56 48 10.5	6.0	6.0			0.0	D		b'2002ApJ...576..880S'	O	-3.9452926860336968	135.02807850496038	-1.0
8690	b'SDSS J095601.68+091137.8'	09 56 01.6831	+09 11 37.728	14.0	14.0	0.3587000072002411	0.3102000057697296	90.0	A	O	b'2018yCat.1345....0G'	O	44.9430427268653	227.8653633872001	-1.0
8691	b'Hen 2-434'	19 33 49.3680	-74 32 58.664	14.0	14.0	0.06920000165700912	0.10080000013113022	90.0	A	O	b'2018yCat.1345....0G'	O	-28.888328821111585	320.33409903954424	-1.0
8692	b'SDSS J153935.00+133800.9'	15 39 35.0067	+13 38 01.020	14.0	14.0	0.13750000298023224	0.1272999942302704	90.0	A	O	b'2018yCat.1345....0G'	O	48.57888729921315	22.539410958038932	-1.0
8693	b'PG 0310+149'	03 13 37.25	+15 06 22.0	6.0	6.0	80.0	80.0	90.0	B	I	b'2003yCat.2246....0C'	O	-35.47057569129388	166.49582278089824	-1.0
8694	b'SDSS J033358.22+002007.3'	03 33 58.2168	+00 20 07.446	14.0	14.0	0.193000003695488	0.16099999845027926	90.0	A	O	b'2018yCat.1345....0G'	O	-42.27788275165193	184.59019623227692	-1.0
8695	b'PG 2204+127'	22 07 11.1086	+12 57 55.795	14.0	14.0	0.11429999768733977	0.1307000070810318	90.0	A	O	b'2018yCat.1345....0G'	O	-33.478482073879995	72.8044300323735	-1.0
8696	b'V* UX UMa'	13 36 40.9533	+51 54 49.424	14.0	14.0	0.018699999898672104	0.016899999231100082	90.0	A	O	b'2018yCat.1345....0G'	O	63.795087720238456	107.03044082923824	-1.0
8697	b'SDSS J134738.33+043427.0'	13 47 38.3370	+04 34 26.979	14.0	14.0	0.33070001006126404	0.22030000388622284	90.0	A	O	b'2018yCat.1345....0G'	O	63.76350854646826	336.1217754652492	-1.0
8698	b'SDSS J023532.60-063437.8'	02 35 32.6082	-06 34 37.681	14.0	14.0	0.2608000040054321	0.2458000034093857	90.0	A	O	b'2018yCat.1345....0G'	O	-57.85469633431928	177.94177429617898	-1.0
8699	b'CPD-65  2645'	14 13 08.3613	-65 39 18.888	14.0	14.0	0.0227000005543232	0.02500000037252903	90.0	A	O	b'2018yCat.1345....0G'	O	-4.107528719757708	311.2247330571088	-1.0
8700	b'BD+60  2584'	23 35 41.4969	+61 11 19.329	14.0	14.0	0.026399999856948853	0.023000000044703484	90.0	A	O	b'2018yCat.1345....0G'	O	-0.3527850890935252	113.93402015813524	-1.0
8701	b'PG 1600+171'	16 03 04.0754	+16 59 53.912	14.0	14.0	0.06440000236034392	0.05260000005364418	90.0	A	O	b'2018yCat.1345....0G'	O	44.73480195859751	30.340051874768637	-1.0
8702	b'TYC 3519-907-1'	17 55 48.5699	+50 12 11.597	14.0	14.0	0.0348999984562397	0.04010000079870224	90.0	A	O	b'2018yCat.1345....0G'	O	29.16039145507521	77.57668613500894	-1.0
8703	b'IRAS 16320-4419'	16 35 37.3231	-44 25 38.176	14.0	14.0	0.28690001368522644	0.22419999539852145	90.0	A	O	b'2018yCat.1345....0G'	O	2.0513844422722207	339.28426058710323	-1.0
8704	b'PN K  2-2'	06 52 23.1656	+09 57 55.769	14.0	14.0	0.05510000139474869	0.053100001066923135	90.0	A	O	b'2018yCat.1345....0G'	O	4.734395892160109	204.14966862092925	-1.0
8705	b'PG 1725+373'	17 26 45.2892	+37 13 30.601	14.0	14.0	0.032000001519918435	0.038499999791383736	90.0	A	O	b'2018yCat.1345....0G'	O	32.12585439169191	61.67647069932627	-1.0
8706	b'FBS 2154+329'	21 57 06.1157	+33 08 11.524	14.0	14.0	0.0284000001847744	0.037000000476837165	90.0	A	O	b'2018yCat.1345....0G'	O	-16.892392455653045	85.82316620900535	-1.0
8707	b'Cl* NGC  362     MV o1'	01 03 15.10	-70 50 32.3	6.0	6.0			0.0	D		b'2017AJ....153...75K'	O	-46.25379202849013	301.53070484282426	-1.0
8708	b'FBS 2149+425'	21 51 05.1736	+42 46 44.044	14.0	14.0	0.0248000007122755	0.02850000001490116	90.0	A	O	b'2018yCat.1345....0G'	O	-8.7141796135419	91.20519962221493	-1.0
8709	b'SDSS J200836.40-114629.2'	20 08 36.4049	-11 46 29.183	14.0	14.0	0.07329999655485152	0.044300001114606864	90.0	A	O	b'2018yCat.1345....0G'	O	-22.389604587660124	30.816204459444943	-1.0
8710	b'HD  89137'	10 15 40.0856	-51 15 24.090	14.0	14.0	0.03150000050663948	0.032600000500679016	90.0	A	O	b'2018yCat.1345....0G'	O	4.4483949477162525	279.6940796435725	-1.0
8711	b'SDSS J085702.55+352455.3'	08 57 02.5490	+35 24 55.447	14.0	14.0	0.10639999806880952	0.0754999965429306	90.0	A	O	b'2018yCat.1345....0G'	O	39.95243176379469	188.0837642131026	-1.0
8712	b'SDSS J130214.32+120822.1'	13 02 14.3120	+12 08 22.274	14.0	14.0	0.06340000033378601	0.048700001090765	90.0	A	O	b'2018yCat.1345....0G'	O	74.79873216045216	313.04806644587825	-1.0
8713	b'SDSS J114434.83+550439.3'	11 44 34.8348	+55 04 39.299	14.0	14.0	0.14079999923706055	0.1550000011920929	90.0	A	O	b'2018yCat.1345....0G'	O	59.52345162428671	141.8743468453583	-1.0
8714	b'PG 1251+019'	12 54 08.3240	+01 43 24.112	14.0	14.0	0.06350000202655792	0.04149999842047691	90.0	A	O	b'2018yCat.1345....0G'	O	64.58686369134533	304.5047585204327	-1.0
8715	b'SDSS J021617.12-095513.1'	02 16 17.1212	-09 55 13.103	14.0	14.0	0.07639999687671661	0.06260000169277191	90.0	A	O	b'2018yCat.1345....0G'	O	-63.61669017669633	176.2576796326314	-1.0
8716	b'GSC 07113-02402'	07 36 45.3510	-33 45 17.741	14.0	14.0	0.020099999383091927	0.026000000536441803	90.0	A	O	b'2018yCat.1345....0G'	O	-6.199969814696153	247.84545522302056	-1.0
8717	b'Ton  109'	12 42 31.4034	+11 44 00.968	14.0	14.0	0.06340000033378601	0.04399999976158142	90.0	A	O	b'2018yCat.1345....0G'	O	74.46372868888496	294.7596722370858	-1.0
8718	b'IRAS 13527-6117'	13 56 17.92	-61 32 07.1	6.0	6.0	60.0	60.0	90.0	B	I	b'2003yCat.2246....0C'	O	0.3695056764091665	310.58046267702485	-1.0
8719	b'SBSS 1317+601'	13 19 37.7323	+59 52 57.188	14.0	14.0	0.08529999852180481	0.06989999860525131	90.0	A	O	b'2018yCat.1345....0G'	O	56.89008741000385	116.46054017601358	-1.0
8720	b'PG 1125-055'	11 28 12.2455	-05 46 15.192	14.0	14.0	0.0980999991297722	0.07069999724626541	90.0	A	O	b'2018yCat.1345....0G'	O	51.432222903259344	268.3957628121954	-1.0
8721	b'2MASS J13130841-6239275'	13 13 08.4051	-62 39 27.510	14.0	14.0	0.06030000001192092	0.0737999975681305	90.0	A	O	b'2018yCat.1345....0G'	O	0.10917638281604802	305.42097670505717	-1.0
8722	b'SDSS J075249.95+305935.1'	07 52 49.9523	+30 59 35.190	14.0	14.0	0.195700004696846	0.12099999934434892	90.0	A	O	b'2018yCat.1345....0G'	O	25.896185257682962	189.7016074101006	-1.0
8723	b'EC 20111-3724'	20 14 23.0	-37 15 42	5.0	5.0			0.0	D	O	b'2013MNRAS.431..240O'	O	-31.794402087408336	4.063378639489101	-1.0
8724	b'PG 1525-071'	15 28 11.5771	-07 16 32.898	14.0	14.0	0.05209999904036522	0.042500000447034836	90.0	A	O	b'2018yCat.1345....0G'	O	38.79229493919889	356.46227554594816	-1.0
8725	b'OH  63.9   -0.2'	19 52 57.8617	+27 07 44.620	14.0	14.0	0.4620000123977661	0.4329000115394592	90.0	A	O	b'2018yCat.1345....0G'	O	-0.12420563341330408	63.827449380972354	-1.0
8726	b'KPD 2048+3515'	20 50 03.4913	+35 27 25.578	14.0	14.0	0.029300000518560413	0.03680000081658363	90.0	A	O	b'2018yCat.1345....0G'	O	-5.4035870823128365	77.6139740301602	-1.0
8727	b'KPD 2259+5149'	23 02 00.3401	+52 05 21.775	14.0	14.0	0.021400000900030136	0.024299999698996544	90.0	A	O	b'2018yCat.1345....0G'	O	-7.233679637863691	106.39535780459578	-1.0
8728	b'US 1993'	08 57 27.6574	+42 42 15.550	14.0	14.0	0.19509999454021454	0.149399995803833	90.0	A	O	b'2018yCat.1345....0G'	O	40.61972197662571	178.5633834597035	-1.0
8729	b'ALS  1349'	09 46 56.8157	-50 12 38.664	14.0	14.0	0.03060000017285347	0.03280000016093254	90.0	A	O	b'2018yCat.1345....0G'	O	2.544350021946521	275.43123308495205	-1.0
8730	b'SDSS J153431.81+072910.1'	15 34 31.8181	+07 29 10.088	14.0	14.0	0.12929999828338626	0.09679999947547913	90.0	A	O	b'2018yCat.1345....0G'	O	46.69001047736861	13.657942123376158	-1.0
8731	b'Feige  26'	02 40 04.3981	+03 55 42.256	14.0	14.0	0.07190000265836716	0.056299999356269836	90.0	A	O	b'2018yCat.1345....0G'	O	-49.355181423901826	167.28863419846414	-1.0
8732	b'PG 2333-002'	23 35 41.4717	+00 02 19.522	14.0	14.0	0.08160000294446945	0.0494999997317791	90.0	A	O	b'2018yCat.1345....0G'	O	-57.30005791657044	86.01173337373768	-1.0
8733	b'OGLE J004452.59-731825.4'	00 44 52.5630	-73 18 25.774	14.0	14.0	0.09629999846220016	0.07540000230073929	90.0	A	O	b'2018yCat.1345....0G'	O	-43.81277318014288	303.58485015511883	-1.0
8734	b'EC 12154-1952'	12 18 00.3183	-20 08 56.999	14.0	14.0	0.08240000158548355	0.1079000011086464	90.0	A	O	b'2018yCat.1345....0G'	O	42.03427212400686	292.3448438018663	-1.0
8735	b'SDSS J011506.17+140513.4'	01 15 06.1735	+14 05 13.506	14.0	14.0	0.24150000512599945	0.1941000074148178	90.0	A	O	b'2018yCat.1345....0G'	O	-48.38642042457014	131.5902043669853	-1.0
8736	b'PG 1638+676'	16 38 43.7422	+67 28 08.363	14.0	14.0	0.04439999908208847	0.05249999836087227	90.0	A	O	b'2018yCat.1345....0G'	O	37.430661883143884	99.1109051365904	-1.0
8737	b'EC 13165-1834'	13 19 16.9514	-18 49 51.653	14.0	14.0	0.07249999791383742	0.06710000336170198	90.0	A	O	b'2018yCat.1345....0G'	O	43.54785926446033	312.0380461925253	-1.0
8738	b'EC 20022-4824'	20 05 55.7857	-48 16 10.528	14.0	14.0	0.03720000013709068	0.035100001841783524	90.0	A	O	b'2018yCat.1345....0G'	O	-31.96967061209996	350.9666319761268	-1.0
8739	b'SDSS J165957.60+434136.8'	16 59 57.6002	+43 41 36.930	14.0	14.0	0.2102999985218048	0.29980000853538513	90.0	A	O	b'2018yCat.1345....0G'	O	38.01040539017885	68.71381654838122	-1.0
8740	b'SDSS J161921.70+295506.1'	16 19 21.7025	+29 55 06.107	14.0	14.0	0.046999998390674584	0.05559999868273735	90.0	A	O	b'2018yCat.1345....0G'	O	44.631424189305754	49.293795329330685	-1.0
8741	b'SDSS J211303.16-073822.9'	21 13 03.1606	-07 38 22.909	14.0	14.0	0.14659999310970304	0.13429999351501465	90.0	A	O	b'2018yCat.1345....0G'	O	-34.86490049860281	43.00464543361008	-1.0
8742	b'SDSS J220337.07+120623.6'	22 03 37.0773	+12 06 23.734	14.0	14.0	0.10740000009536743	0.12700000405311584	90.0	A	O	b'2018yCat.1345....0G'	O	-33.47021228376523	71.33835282729999	-1.0
8743	b'PG 1316+212'	13 19 17.4133	+20 57 16.005	14.0	14.0	0.044300001114606864	0.03950000181794167	90.0	A	O	b'2018yCat.1345....0G'	O	81.14096486209301	350.2497075889212	-1.0
8744	b'CSI-60-11059'	11 08.0	-61 11	3.0	3.0			0.0	E		b''	O	-0.7730203893265293	290.7946507840653	-1.0
8745	b'Ton  358'	08 52 54.6285	+31 43 36.648	14.0	14.0	0.058100000023841865	0.03640000149607658	90.0	A	O	b'2018yCat.1345....0G'	O	38.49812220257882	192.59909918212585	-1.0
8746	b'PG 1454+502'	14 56 06.4229	+50 01 55.197	14.0	14.0	0.04899999871850014	0.053100001066923135	90.0	A	O	b'2018yCat.1345....0G'	O	56.99697581290943	85.3173203536444	-1.0
8747	b'EC 10475-2703'	10 49 55.2776	-27 19 09.200	14.0	14.0	0.058299999684095376	0.06689999997615814	90.0	A	O	b'2018yCat.1345....0G'	O	28.221480971096245	272.27268951172834	-1.0
8748	b'SDSS J155134.38+502845.4'	15 51 34.3761	+50 28 45.484	14.0	14.0	0.08259999752044678	0.08569999784231186	90.0	A	O	b'2018yCat.1345....0G'	O	48.76196602242132	79.85204881364093	-1.0
8749	b'PG 1047-066'	10 50 28.7933	-06 53 25.968	14.0	14.0	0.05649999901652336	0.04490000009536743	90.0	A	O	b'2018yCat.1345....0G'	O	45.123239963720046	257.8106606480993	-1.0
8750	b'PG 1425+590'	14 27 00.0940	+58 47 00.717	14.0	14.0	0.049800001084804535	0.050099998712539666	90.0	A	O	b'2018yCat.1345....0G'	O	54.262329099755114	101.87044687227865	-1.0
8751	b'KUV 16032+1735'	16 05 27.9405	+17 26 34.875	14.0	14.0	0.13040000200271604	0.11349999904632567	90.0	A	O	b'2018yCat.1345....0G'	O	44.36391171258968	31.214166653532594	-1.0
8752	b'HD  13268'	02 11 29.7002	+56 09 31.717	14.0	14.0	0.027499999850988388	0.0364999994635582	90.0	A	O	b'2018yCat.1345....0G'	O	-4.988898602399737	133.96197204422242	-1.0
8753	b'OGLE SMC-CEP-3638'	01 04 27.4727	-71 29 41.021	14.0	14.0	0.06780000030994415	0.054999999701976776	90.0	A	O	b'2018yCat.1345....0G'	O	-45.59619622241321	301.456077447607	-1.0
8754	b'PG 1628+553'	16 29 12.1239	+55 15 18.615	14.0	14.0	0.04960000142455101	0.04899999871850014	90.0	A	O	b'2018yCat.1345....0G'	O	42.040258802601365	84.3020516118128	-1.0
